Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-frg1,Session ID,Event Type,Reason,Block Number,Phase Name,Rule File,Episode Number,Move Number,Actor,Position ID,Stimulus ID,Reward,Repeat,Human Score,Agent Score,Human Total Score,Agent Total Score,Rewards Remaining,Completed Episodes
50,1784148224687,15/07/2026 20:43:44,1784148224589,-5,15/07/2026 15:43:44,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,3,"Category 3, type 3",rules_category1.json,3,4,agent,6,6480,,1,1,3,9,14,6,
51,1784148226290,15/07/2026 20:43:46,1784148226203,-5,15/07/2026 15:43:46,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,3,"Category 3, type 3",rules_category1.json,3,5,human,11,1191,1,,2,3,10,14,5,
52,1784148227009,15/07/2026 20:43:47,1784148226908,-5,15/07/2026 15:43:46,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,3,"Category 3, type 3",rules_category1.json,3,5,agent,16,3372,,1,2,3,10,14,5,
53,1784148228295,15/07/2026 20:43:48,1784148228203,-5,15/07/2026 15:43:48,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,3,"Category 3, type 3",rules_category1.json,3,6,human,15,844,,,2,3,10,14,5,
54,1784148229010,15/07/2026 20:43:49,1784148228907,-5,15/07/2026 15:43:48,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,3,"Category 3, type 3",rules_category1.json,3,6,agent,14,3835,,1,2,3,10,14,5,
55,1784148231073,15/07/2026 20:43:51,1784148230986,-5,15/07/2026 15:43:50,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,3,"Category 3, type 3",rules_category1.json,3,7,human,18,617,1,,3,3,11,14,4,
56,1784148231788,15/07/2026 20:43:51,1784148231691,-5,15/07/2026 15:43:51,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,3,"Category 3, type 3",rules_category1.json,3,7,agent,5,394,1,,3,4,11,15,3,
57,1784148234361,15/07/2026 20:43:54,1784148234269,-5,15/07/2026 15:43:54,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,3,"Category 3, type 3",rules_category1.json,3,7,human,1,835,,1,3,4,11,15,3,
58,1784148235072,15/07/2026 20:43:55,1784148234974,-5,15/07/2026 15:43:54,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,3,"Category 3, type 3",rules_category1.json,3,7,agent,6,6480,,1,3,4,11,15,3,
59,1784148239059,15/07/2026 20:43:59,1784148238968,-5,15/07/2026 15:43:58,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,3,"Category 3, type 3",rules_category1.json,3,8,human,2,4405,1,,4,4,12,15,2,
60,1784148239770,15/07/2026 20:43:59,1784148239674,-5,15/07/2026 15:43:59,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,3,"Category 3, type 3",rules_category1.json,3,8,agent,3,1328,1,,4,5,12,16,1,
61,1784148243174,15/07/2026 20:44:03,1784148243084,-5,15/07/2026 15:44:03,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,3,"Category 3, type 3",rules_category1.json,3,8,human,2,4405,,1,4,5,12,16,1,
62,1784148243886,15/07/2026 20:44:03,1784148243788,-5,15/07/2026 15:44:03,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,3,"Category 3, type 3",rules_category1.json,3,8,agent,5,394,,1,4,5,12,16,1,
63,1784148244020,15/07/2026 20:44:04,1784148243790,-5,15/07/2026 15:44:03,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,episode_end,move_limit,3,"Category 3, type 3",rules_category1.json,3,8,,,,,,4,5,12,16,1,
64,1784148246050,15/07/2026 20:44:06,1784148245965,-5,15/07/2026 15:44:05,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,4,"Category 3, type 4",rules_category1.json,4,1,human,10,2020,,,0,0,12,16,10,
65,1784148246760,15/07/2026 20:44:06,1784148246668,-5,15/07/2026 15:44:06,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,4,"Category 3, type 4",rules_category1.json,4,1,agent,5,3385,1,,0,1,12,17,9,
66,1784148249646,15/07/2026 20:44:09,1784148249553,-5,15/07/2026 15:44:09,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,4,"Category 3, type 4",rules_category1.json,4,2,human,6,3886,1,,1,1,13,17,8,
67,1784148250349,15/07/2026 20:44:10,1784148250258,-5,15/07/2026 15:44:10,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,4,"Category 3, type 4",rules_category1.json,4,2,agent,9,5531,1,,1,2,13,18,7,
68,1784148252079,15/07/2026 20:44:12,1784148251986,-5,15/07/2026 15:44:11,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,4,"Category 3, type 4",rules_category1.json,4,3,human,4,2928,,,1,2,13,18,7,
69,1784148252789,15/07/2026 20:44:12,1784148252691,-5,15/07/2026 15:44:12,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,4,"Category 3, type 4",rules_category1.json,4,3,agent,5,3385,,1,1,2,13,18,7,
70,1784148254709,15/07/2026 20:44:14,1784148254619,-5,15/07/2026 15:44:14,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,4,"Category 3, type 4",rules_category1.json,4,4,human,1,4990,1,,2,2,14,18,6,
71,1784148255413,15/07/2026 20:44:15,1784148255324,-5,15/07/2026 15:44:15,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,4,"Category 3, type 4",rules_category1.json,4,4,agent,9,5531,,1,2,2,14,18,6,
72,1784148258578,15/07/2026 20:44:18,1784148258486,-5,15/07/2026 15:44:18,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,4,"Category 3, type 4",rules_category1.json,4,5,human,14,3801,,,2,2,14,18,6,
73,1784148259294,15/07/2026 20:44:19,1784148259191,-5,15/07/2026 15:44:19,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,4,"Category 3, type 4",rules_category1.json,4,5,agent,11,3933,1,,2,3,14,19,5,
74,1784148262512,15/07/2026 20:44:22,1784148262419,-5,15/07/2026 15:44:22,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,4,"Category 3, type 4",rules_category1.json,4,6,human,12,1314,,,2,3,14,19,5,
75,1784148263224,15/07/2026 20:44:23,1784148263123,-5,15/07/2026 15:44:23,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,4,"Category 3, type 4",rules_category1.json,4,6,agent,8,233,1,,2,4,14,20,4,
76,1784148267128,15/07/2026 20:44:27,1784148267036,-5,15/07/2026 15:44:27,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,4,"Category 3, type 4",rules_category1.json,4,7,human,3,4053,1,,3,4,15,20,3,
77,1784148267833,15/07/2026 20:44:27,1784148267740,-5,15/07/2026 15:44:27,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,4,"Category 3, type 4",rules_category1.json,4,7,agent,1,4990,,1,3,4,15,20,3,
78,1784148269528,15/07/2026 20:44:29,1784148269436,-5,15/07/2026 15:44:29,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,4,"Category 3, type 4",rules_category1.json,4,7,human,4,2928,,1,3,4,15,20,3,
79,1784148270232,15/07/2026 20:44:30,1784148270140,-5,15/07/2026 15:44:30,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,4,"Category 3, type 4",rules_category1.json,4,7,agent,5,3385,,1,3,4,15,20,3,
80,1784148271781,15/07/2026 20:44:31,1784148271686,-5,15/07/2026 15:44:31,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,4,"Category 3, type 4",rules_category1.json,4,8,human,19,3729,1,,4,4,16,20,2,
81,1784148272492,15/07/2026 20:44:32,1784148272392,-5,15/07/2026 15:44:32,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,4,"Category 3, type 4",rules_category1.json,4,8,agent,11,3933,,1,4,4,16,20,2,
82,1784148275980,15/07/2026 20:44:35,1784148275885,-5,15/07/2026 15:44:35,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,4,"Category 3, type 4",rules_category1.json,4,8,human,5,3385,,1,4,4,16,20,2,
83,1784148276690,15/07/2026 20:44:36,1784148276590,-5,15/07/2026 15:44:36,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,4,"Category 3, type 4",rules_category1.json,4,8,agent,2,485,1,,4,5,16,21,1,
84,1784148276818,15/07/2026 20:44:36,1784148276594,-5,15/07/2026 15:44:36,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,episode_end,move_limit,4,"Category 3, type 4",rules_category1.json,4,8,,,,,,4,5,16,21,1,
85,1784148282860,15/07/2026 20:44:42,1784148282767,-5,15/07/2026 15:44:42,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,5,"Category 3, type 1",rules_category1.json,5,1,human,18,3886,1,,1,0,17,21,9,
86,1784148283570,15/07/2026 20:44:43,1784148283471,-5,15/07/2026 15:44:43,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,5,"Category 3, type 1",rules_category1.json,5,1,agent,4,1328,1,,1,1,17,22,8,
87,1784148286635,15/07/2026 20:44:46,1784148286536,-5,15/07/2026 15:44:46,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,5,"Category 3, type 1",rules_category1.json,5,2,human,2,3340,1,,2,1,18,22,7,
88,1784148287346,15/07/2026 20:44:47,1784148287241,-5,15/07/2026 15:44:47,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,5,"Category 3, type 1",rules_category1.json,5,2,agent,17,394,1,,2,2,18,23,6,
89,1784148289275,15/07/2026 20:44:49,1784148289187,-5,15/07/2026 15:44:49,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,5,"Category 3, type 1",rules_category1.json,5,3,human,16,4053,1,,3,2,19,23,5,
90,1784148289991,15/07/2026 20:44:49,1784148289891,-5,15/07/2026 15:44:49,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,5,"Category 3, type 1",rules_category1.json,5,3,agent,4,1328,,1,3,2,19,23,5,
91,1784148298578,15/07/2026 20:44:58,1784148298486,-5,15/07/2026 15:44:58,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,5,"Category 3, type 1",rules_category1.json,5,4,human,14,4990,1,,4,2,20,23,4,
92,1784148299289,15/07/2026 20:44:59,1784148299191,-5,15/07/2026 15:44:59,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,5,"Category 3, type 1",rules_category1.json,5,4,agent,8,5531,1,,4,3,20,24,3,
93,1784148305554,15/07/2026 20:45:05,1784148305469,-5,15/07/2026 15:45:05,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,5,"Category 3, type 1",rules_category1.json,5,5,human,19,372,,,4,3,20,24,3,
94,1784148306266,15/07/2026 20:45:06,1784148306174,-5,15/07/2026 15:45:06,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,5,"Category 3, type 1",rules_category1.json,5,5,agent,17,394,,1,4,3,20,24,3,
95,1784148309144,15/07/2026 20:45:09,1784148309052,-5,15/07/2026 15:45:09,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,5,"Category 3, type 1",rules_category1.json,5,5,human,8,5531,,1,4,3,20,24,3,
96,1784148309844,15/07/2026 20:45:09,1784148309756,-5,15/07/2026 15:45:09,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,5,"Category 3, type 1",rules_category1.json,5,5,agent,4,1328,,1,4,3,20,24,3,
97,1784148311039,15/07/2026 20:45:11,1784148310952,-5,15/07/2026 15:45:10,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,5,"Category 3, type 1",rules_category1.json,5,5,human,2,3340,,1,4,3,20,24,3,
98,1784148311749,15/07/2026 20:45:11,1784148311657,-5,15/07/2026 15:45:11,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,5,"Category 3, type 1",rules_category1.json,5,5,agent,3,6480,1,,4,4,20,25,2,
99,1784148322205,15/07/2026 20:45:22,1784148322116,-5,15/07/2026 15:45:22,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,5,"Category 3, type 1",rules_category1.json,5,6,human,6,2948,,,4,4,20,25,2,
100,1784148322912,15/07/2026 20:45:22,1784148322819,-5,15/07/2026 15:45:22,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,5,"Category 3, type 1",rules_category1.json,5,6,agent,8,5531,,1,4,4,20,25,2,
101,1784148327204,15/07/2026 20:45:27,1784148327119,-5,15/07/2026 15:45:27,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,5,"Category 3, type 1",rules_category1.json,5,7,human,0,2103,1,,5,4,21,25,1,
102,1784148327921,15/07/2026 20:45:27,1784148327825,-5,15/07/2026 15:45:27,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,5,"Category 3, type 1",rules_category1.json,5,7,agent,16,4053,,1,5,4,21,25,1,
103,1784148330666,15/07/2026 20:45:30,1784148330586,-5,15/07/2026 15:45:30,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,5,"Category 3, type 1",rules_category1.json,5,8,human,1,3763,,,5,4,21,25,1,
104,1784148331390,15/07/2026 20:45:31,1784148331291,-5,15/07/2026 15:45:31,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,5,"Category 3, type 1",rules_category1.json,5,8,agent,12,1191,1,,5,5,21,26,0,
105,1784148331522,15/07/2026 20:45:31,1784148331295,-5,15/07/2026 15:45:31,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,episode_end,rewards_exhausted,5,"Category 3, type 1",rules_category1.json,5,8,,,,,,5,5,21,26,0,
106,1784148335212,15/07/2026 20:45:35,1784148335117,-5,15/07/2026 15:45:35,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,6,"Category 3, type 2",rules_category1.json,6,1,human,0,3835,1,,1,0,22,26,9,
107,1784148335905,15/07/2026 20:45:35,1784148335820,-5,15/07/2026 15:45:35,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,6,"Category 3, type 2",rules_category1.json,6,1,agent,12,485,1,,1,1,22,27,8,
108,1784148338882,15/07/2026 20:45:38,1784148338803,-5,15/07/2026 15:45:38,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,6,"Category 3, type 2",rules_category1.json,6,2,human,1,3139,,,1,1,22,27,8,
109,1784148339593,15/07/2026 20:45:39,1784148339508,-5,15/07/2026 15:45:39,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,6,"Category 3, type 2",rules_category1.json,6,2,agent,17,233,1,,1,2,22,28,7,
110,1784148342699,15/07/2026 20:45:42,1784148342619,-5,15/07/2026 15:45:42,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,6,"Category 3, type 2",rules_category1.json,6,3,human,5,617,1,,2,2,23,28,6,
111,1784148343416,15/07/2026 20:45:43,1784148343324,-5,15/07/2026 15:45:43,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,6,"Category 3, type 2",rules_category1.json,6,3,agent,12,485,,1,2,2,23,28,6,
112,1784148345339,15/07/2026 20:45:45,1784148345252,-5,15/07/2026 15:45:45,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1285x754,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,6,"Category 3, type 2",rules_category1.json,6,4,human,6,3729,1,,3,2,24,28,5,
