Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-frg1,Session ID,Event Type,Reason,Block Number,Phase Name,Rule File,Episode Number,Move Number,Actor,Position ID,Stimulus ID,Reward,Repeat,Human Score,Agent Score,Human Total Score,Agent Total Score,Rewards Remaining,Completed Episodes
807,1784149824197,15/07/2026 21:10:24,1784149824117,-5,15/07/2026 16:10:24,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,39,"Category 4, type 2",rules_category2.json,39,7,agent,18,93,,1,5,3,174,149,2,
808,1784149825150,15/07/2026 21:10:25,1784149825067,-5,15/07/2026 16:10:25,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,39,"Category 4, type 2",rules_category2.json,39,8,human,19,233,,,5,3,174,149,2,
809,1784149825864,15/07/2026 21:10:25,1784149825772,-5,15/07/2026 16:10:25,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,39,"Category 4, type 2",rules_category2.json,39,8,agent,14,4405,,,5,3,174,149,2,
810,1784149827595,15/07/2026 21:10:27,1784149827500,-5,15/07/2026 16:10:27,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,39,"Category 4, type 2",rules_category2.json,39,8,human,16,3139,,1,5,3,174,149,2,
811,1784149828292,15/07/2026 21:10:28,1784149828204,-5,15/07/2026 16:10:28,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,39,"Category 4, type 2",rules_category2.json,39,8,agent,12,3801,,1,5,3,174,149,2,
812,1784149828852,15/07/2026 21:10:28,1784149828766,-5,15/07/2026 16:10:28,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,39,"Category 4, type 2",rules_category2.json,39,9,human,15,3088,1,,6,3,175,149,1,
813,1784149829555,15/07/2026 21:10:29,1784149829471,-5,15/07/2026 16:10:29,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,39,"Category 4, type 2",rules_category2.json,39,9,agent,5,485,,,6,3,175,149,1,
814,1784149829695,15/07/2026 21:10:29,1784149829474,-5,15/07/2026 16:10:29,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,episode_end,move_limit,39,"Category 4, type 2",rules_category2.json,39,9,,,,,,6,3,175,149,1,
815,1784149852359,15/07/2026 21:10:52,1784149852233,-5,15/07/2026 16:10:52,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,40,"Category 4, type 1",rules_category2.json,40,1,human,0,1328,,,0,0,175,149,10,
816,1784149853026,15/07/2026 21:10:53,1784149852937,-5,15/07/2026 16:10:52,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,40,"Category 4, type 1",rules_category2.json,40,1,agent,8,844,1,,0,1,175,150,9,
817,1784149853553,15/07/2026 21:10:53,1784149853449,-5,15/07/2026 16:10:53,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,40,"Category 4, type 1",rules_category2.json,40,2,human,1,372,1,,1,1,176,150,8,
818,1784149854251,15/07/2026 21:10:54,1784149854154,-5,15/07/2026 16:10:54,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,40,"Category 4, type 1",rules_category2.json,40,2,agent,16,3524,1,,1,2,176,151,7,
819,1784149855842,15/07/2026 21:10:55,1784149855751,-5,15/07/2026 16:10:55,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,40,"Category 4, type 1",rules_category2.json,40,3,human,2,5912,1,,2,2,177,151,6,
820,1784149856546,15/07/2026 21:10:56,1784149856455,-5,15/07/2026 16:10:56,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,40,"Category 4, type 1",rules_category2.json,40,3,agent,8,844,,1,2,2,177,151,6,
821,1784149857347,15/07/2026 21:10:57,1784149857233,-5,15/07/2026 16:10:57,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,40,"Category 4, type 1",rules_category2.json,40,4,human,3,2948,1,,3,2,178,151,5,
822,1784149858031,15/07/2026 21:10:58,1784149857937,-5,15/07/2026 16:10:57,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,40,"Category 4, type 1",rules_category2.json,40,4,agent,11,2103,,,3,2,178,151,5,
823,1784149861319,15/07/2026 21:11:01,1784149861231,-5,15/07/2026 16:11:01,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,40,"Category 4, type 1",rules_category2.json,40,5,human,9,5531,,,3,2,178,151,5,
824,1784149862013,15/07/2026 21:11:02,1784149861933,-5,15/07/2026 16:11:01,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,40,"Category 4, type 1",rules_category2.json,40,5,agent,16,3524,,1,3,2,178,151,5,
825,1784149863102,15/07/2026 21:11:03,1784149863014,-5,15/07/2026 16:11:03,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,40,"Category 4, type 1",rules_category2.json,40,6,human,6,3886,,,3,2,178,151,5,
826,1784149863818,15/07/2026 21:11:03,1784149863717,-5,15/07/2026 16:11:03,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,40,"Category 4, type 1",rules_category2.json,40,6,agent,8,844,,1,3,2,178,151,5,
827,1784149864540,15/07/2026 21:11:04,1784149864449,-5,15/07/2026 16:11:04,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,40,"Category 4, type 1",rules_category2.json,40,7,human,5,5156,1,,4,2,179,151,4,
828,1784149865256,15/07/2026 21:11:05,1784149865152,-5,15/07/2026 16:11:05,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,40,"Category 4, type 1",rules_category2.json,40,7,agent,19,4645,1,,4,3,179,152,3,
829,1784149866789,15/07/2026 21:11:06,1784149866683,-5,15/07/2026 16:11:06,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,40,"Category 4, type 1",rules_category2.json,40,8,human,14,2928,1,,5,3,180,152,2,
830,1784149867479,15/07/2026 21:11:07,1784149867387,-5,15/07/2026 16:11:07,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,40,"Category 4, type 1",rules_category2.json,40,8,agent,16,3524,,1,5,3,180,152,2,
831,1784149869560,15/07/2026 21:11:09,1784149869467,-5,15/07/2026 16:11:09,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,40,"Category 4, type 1",rules_category2.json,40,9,human,13,4053,,,5,3,180,152,2,
832,1784149870264,15/07/2026 21:11:10,1784149870172,-5,15/07/2026 16:11:10,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,40,"Category 4, type 1",rules_category2.json,40,9,agent,12,1191,,,5,3,180,152,2,
833,1784149871532,15/07/2026 21:11:11,1784149871450,-5,15/07/2026 16:11:11,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,40,"Category 4, type 1",rules_category2.json,40,10,human,18,394,,,5,3,180,152,2,
834,1784149872244,15/07/2026 21:11:12,1784149872154,-5,15/07/2026 16:11:12,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,40,"Category 4, type 1",rules_category2.json,40,10,agent,19,4645,,1,5,3,180,152,2,
835,1784149872365,15/07/2026 21:11:12,1784149872156,-5,15/07/2026 16:11:12,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,episode_end,move_limit,40,"Category 4, type 1",rules_category2.json,40,10,,,,,,5,3,180,152,2,
836,1784149875890,15/07/2026 21:11:15,1784149875799,-5,15/07/2026 16:11:15,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,41,"Category 4, type 3",rules_category2.json,41,1,human,1,3139,1,,1,0,181,152,9,
837,1784149876595,15/07/2026 21:11:16,1784149876504,-5,15/07/2026 16:11:16,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,41,"Category 4, type 3",rules_category2.json,41,1,agent,5,844,1,,1,1,181,153,8,
838,1784149878270,15/07/2026 21:11:18,1784149878184,-5,15/07/2026 16:11:18,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,41,"Category 4, type 3",rules_category2.json,41,2,human,2,3372,,,1,1,181,153,8,
839,1784149878976,15/07/2026 21:11:18,1784149878888,-5,15/07/2026 16:11:18,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,41,"Category 4, type 3",rules_category2.json,41,2,agent,0,4645,1,,1,2,181,154,7,
840,1784149880019,15/07/2026 21:11:20,1784149879933,-5,15/07/2026 16:11:19,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,41,"Category 4, type 3",rules_category2.json,41,3,human,3,5912,1,,2,2,182,154,6,
841,1784149880781,15/07/2026 21:11:20,1784149880638,-5,15/07/2026 16:11:20,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,41,"Category 4, type 3",rules_category2.json,41,3,agent,19,835,1,,2,3,182,155,5,
842,1784149881719,15/07/2026 21:11:21,1784149881631,-5,15/07/2026 16:11:21,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,41,"Category 4, type 3",rules_category2.json,41,4,human,4,617,,,2,3,182,155,5,
843,1784149882427,15/07/2026 21:11:22,1784149882333,-5,15/07/2026 16:11:22,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,41,"Category 4, type 3",rules_category2.json,41,4,agent,5,844,,1,2,3,182,155,5,
844,1784149886734,15/07/2026 21:11:26,1784149886636,-5,15/07/2026 16:11:26,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,41,"Category 4, type 3",rules_category2.json,41,5,human,8,894,1,,3,3,183,155,4,
845,1784149887449,15/07/2026 21:11:27,1784149887338,-5,15/07/2026 16:11:27,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,41,"Category 4, type 3",rules_category2.json,41,5,agent,0,4645,,1,3,3,183,155,4,
846,1784149889715,15/07/2026 21:11:29,1784149889613,-5,15/07/2026 16:11:29,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,41,"Category 4, type 3",rules_category2.json,41,6,human,7,398,,,3,3,183,155,4,
847,1784149890432,15/07/2026 21:11:30,1784149890314,-5,15/07/2026 16:11:30,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,41,"Category 4, type 3",rules_category2.json,41,6,agent,19,835,,1,3,3,183,155,4,
848,1784149891263,15/07/2026 21:11:31,1784149891145,-5,15/07/2026 16:11:31,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,41,"Category 4, type 3",rules_category2.json,41,7,human,12,6480,,,3,3,183,155,4,
849,1784149891965,15/07/2026 21:11:31,1784149891848,-5,15/07/2026 16:11:31,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,41,"Category 4, type 3",rules_category2.json,41,7,agent,13,3088,1,,3,4,183,156,3,
850,1784149893434,15/07/2026 21:11:33,1784149893274,-5,15/07/2026 16:11:33,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,41,"Category 4, type 3",rules_category2.json,41,8,human,17,3835,,,3,4,183,156,3,
851,1784149894097,15/07/2026 21:11:34,1784149893977,-5,15/07/2026 16:11:33,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,41,"Category 4, type 3",rules_category2.json,41,8,agent,5,844,,1,3,4,183,156,3,
852,1784149897166,15/07/2026 21:11:37,1784149897054,-5,15/07/2026 16:11:37,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,41,"Category 4, type 3",rules_category2.json,41,9,human,16,372,1,,4,4,184,156,2,
853,1784149897879,15/07/2026 21:11:37,1784149897757,-5,15/07/2026 16:11:37,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,41,"Category 4, type 3",rules_category2.json,41,9,agent,2,3372,,1,4,4,184,156,2,
854,1784149899110,15/07/2026 21:11:39,1784149898999,-5,15/07/2026 16:11:38,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,41,"Category 4, type 3",rules_category2.json,41,10,human,15,394,,,4,4,184,156,2,
855,1784149899829,15/07/2026 21:11:39,1784149899701,-5,15/07/2026 16:11:39,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,41,"Category 4, type 3",rules_category2.json,41,10,agent,0,4645,,1,4,4,184,156,2,
856,1784149899951,15/07/2026 21:11:39,1784149899705,-5,15/07/2026 16:11:39,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,episode_end,move_limit,41,"Category 4, type 3",rules_category2.json,41,10,,,,,,4,4,184,156,2,
857,1784149909225,15/07/2026 21:11:49,1784149909094,-5,15/07/2026 16:11:49,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,42,"Category 4, type 4",rules_category2.json,42,1,human,0,3385,,,0,0,184,156,10,
858,1784149909915,15/07/2026 21:11:49,1784149909798,-5,15/07/2026 16:11:49,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,42,"Category 4, type 4",rules_category2.json,42,1,agent,6,233,,,0,0,184,156,10,
859,1784149911476,15/07/2026 21:11:51,1784149911343,-5,15/07/2026 16:11:51,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,42,"Category 4, type 4",rules_category2.json,42,2,human,3,3763,1,,1,0,185,156,9,
860,1784149912175,15/07/2026 21:11:52,1784149912047,-5,15/07/2026 16:11:52,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,42,"Category 4, type 4",rules_category2.json,42,2,agent,12,93,1,,1,1,185,157,8,
861,1784149916711,15/07/2026 21:11:56,1784149916591,-5,15/07/2026 16:11:56,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,42,"Category 4, type 4",rules_category2.json,42,3,human,9,5531,,,1,1,185,157,8,
862,1784149917429,15/07/2026 21:11:57,1784149917295,-5,15/07/2026 16:11:57,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,42,"Category 4, type 4",rules_category2.json,42,3,agent,14,3524,1,,1,2,185,158,7,
863,1784149918323,15/07/2026 21:11:58,1784149918189,-5,15/07/2026 16:11:58,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,42,"Category 4, type 4",rules_category2.json,42,4,human,19,5156,1,,2,2,186,158,6,
864,1784149919032,15/07/2026 21:11:59,1784149918892,-5,15/07/2026 16:11:58,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,42,"Category 4, type 4",rules_category2.json,42,4,agent,1,2020,1,,2,3,186,159,5,
865,1784149919892,15/07/2026 21:11:59,1784149919758,-5,15/07/2026 16:11:59,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,42,"Category 4, type 4",rules_category2.json,42,5,human,18,485,,,2,3,186,159,5,
866,1784149920604,15/07/2026 21:12:00,1784149920463,-5,15/07/2026 16:12:00,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,42,"Category 4, type 4",rules_category2.json,42,5,agent,12,93,,1,2,3,186,159,5,
867,1784149921197,15/07/2026 21:12:01,1784149921073,-5,15/07/2026 16:12:01,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,42,"Category 4, type 4",rules_category2.json,42,6,human,17,3933,,,2,3,186,159,5,
868,1784149921901,15/07/2026 21:12:01,1784149921778,-5,15/07/2026 16:12:01,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,agent_move,,42,"Category 4, type 4",rules_category2.json,42,6,agent,14,3524,,1,2,3,186,159,5,
869,1784149923063,15/07/2026 21:12:03,1784149922922,-5,15/07/2026 16:12:02,276195,7,task-qwcj,,57236681,,16361496,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 149.0.0.0,1440x900,1440x778,,,,Forage_Agent_Practice,1,Complied,1334df69-9024-49d3-912a-9d8200b58d97,human_move,,42,"Category 4, type 4",rules_category2.json,42,7,human,16,6539,1,,3,3,187,159,4,
